ID,Age,Education_level,Sexe,Country,Ethnicity,drug_names,Drug_uses
255,25-34,Certificat/diplôme professionnel,Masculin,Royaume-Uni,Blanc,Alcohol,Utilisé au cours du mois dernier
256,35-44,Maitrise,Femme,Royaume-Uni,Blanc,Alcohol,utilisé la semaine dernière
257,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Femme,Royaume-Uni,Blanc,Alcohol,Utilisé au cours du mois dernier
258,35-44,Doctorat,Masculin,Royaume-Uni,Blanc,Alcohol,Utilisé au cours du mois dernier
259,65+,Doctorat,Masculin,Royaume-Uni,Blanc,Alcohol,utilisé la semaine dernière
260,65+,Certificat/diplôme professionnel,Masculin,Royaume-Uni,Blanc,Alcohol,Utilisé le dernier jour
261,45-54,Certificat/diplôme professionnel,Femme,Royaume-Uni,Blanc,Alcohol,utilisé la semaine dernière
262,55-64,Diplôme universitaire,Masculin,Royaume-Uni,Blanc,Alcohol,Utilisé au cours de la dernière décennie
263,45-54,Maitrise,Masculin,Royaume-Uni,Asiatique,Alcohol,Utilisé au cours de la dernière année
264,55-64,A quitté l'école avant 16 ans,Femme,Royaume-Uni,Blanc,Alcohol,utilisé la semaine dernière
265,18-24,Diplôme universitaire,Femme,Royaume-Uni,Blanc,Alcohol,utilisé la semaine dernière
266,35-44,Diplôme universitaire,Femme,Royaume-Uni,Noir,Alcohol,Utilisé au cours de la dernière décennie
267,55-64,Diplôme universitaire,Masculin,Royaume-Uni,Blanc,Alcohol,Utilisé le dernier jour
268,35-44,Certificat/diplôme professionnel,Masculin,Royaume-Uni,Noir,Alcohol,Utilisé le dernier jour
269,45-54,Maitrise,Femme,Royaume-Uni,Blanc,Alcohol,Utilisé le dernier jour
270,35-44,Maitrise,Femme,Royaume-Uni,Noir,Alcohol,Utilisé au cours du mois dernier
271,45-54,Maitrise,Femme,Royaume-Uni,Blanc,Alcohol,Utilisé le dernier jour
272,45-54,Maitrise,Femme,Royaume-Uni,Blanc,Alcohol,Utilisé le dernier jour
273,55-64,Doctorat,Masculin,Royaume-Uni,Blanc,Alcohol,Utilisé le dernier jour
274,25-34,Diplôme universitaire,Femme,Royaume-Uni,Blanc,Alcohol,Utilisé le dernier jour
275,35-44,Maitrise,Masculin,Royaume-Uni,Blanc,Alcohol,Utilisé le dernier jour
276,35-44,Maitrise,Femme,Royaume-Uni,Blanc,Alcohol,Utilisé au cours du mois dernier
277,55-64,Doctorat,Masculin,Royaume-Uni,Blanc,Alcohol,Utilisé le dernier jour
278,25-34,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,Royaume-Uni,Blanc,Alcohol,utilisé la semaine dernière
279,45-54,Diplôme universitaire,Femme,Royaume-Uni,Blanc,Alcohol,utilisé la semaine dernière
280,45-54,Maitrise,Masculin,Royaume-Uni,Blanc,Alcohol,utilisé la semaine dernière
281,55-64,Maitrise,Masculin,Royaume-Uni,Blanc,Alcohol,Utilisé le dernier jour
282,45-54,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Femme,Royaume-Uni,Blanc,Alcohol,utilisé la semaine dernière
283,45-54,Maitrise,Femme,Royaume-Uni,Blanc,Alcohol,utilisé la semaine dernière
284,45-54,Diplôme universitaire,Masculin,Royaume-Uni,Blanc,Alcohol,Utilisé le dernier jour
285,35-44,Certificat/diplôme professionnel,Masculin,Autres,Blanc,Alcohol,Utilisé au cours de la dernière année
286,35-44,Diplôme universitaire,Masculin,Royaume-Uni,Blanc,Alcohol,utilisé la semaine dernière
287,45-54,Diplôme universitaire,Femme,Royaume-Uni,Blanc,Alcohol,utilisé la semaine dernière
288,45-54,Maitrise,Masculin,Royaume-Uni,Blanc,Alcohol,Utilisé au cours de la dernière année
289,25-34,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,Royaume-Uni,Blanc,Alcohol,Utilisé le dernier jour
290,25-34,Maitrise,Femme,Royaume-Uni,Blanc,Alcohol,Utilisé au cours du mois dernier
292,35-44,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Femme,Royaume-Uni,Blanc,Alcohol,utilisé la semaine dernière
293,45-54,Certificat/diplôme professionnel,Femme,Royaume-Uni,Blanc,Alcohol,Utilisé au cours de la dernière année
295,25-34,Certificat/diplôme professionnel,Femme,Royaume-Uni,Blanc,Alcohol,Utilisé au cours de la dernière année
296,18-24,A quitté l'école à 17 ans,Femme,Royaume-Uni,Blanc,Alcohol,utilisé la semaine dernière
297,35-44,Certificat/diplôme professionnel,Masculin,Royaume-Uni,Blanc,Alcohol,utilisé la semaine dernière
300,35-44,Diplôme universitaire,Femme,Royaume-Uni,Blanc,Alcohol,utilisé la semaine dernière
301,35-44,Certificat/diplôme professionnel,Femme,États-Unis,Blanc,Alcohol,utilisé la semaine dernière
302,25-34,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Femme,États-Unis,Blanc,Alcohol,Utilisé au cours de la dernière année
303,35-44,Doctorat,Femme,Royaume-Uni,Blanc,Alcohol,Utilisé le dernier jour
304,55-64,Certificat/diplôme professionnel,Femme,Royaume-Uni,Blanc,Alcohol,Utilisé le dernier jour
305,45-54,Diplôme universitaire,Femme,Royaume-Uni,Blanc,Alcohol,Utilisé le dernier jour
306,45-54,Diplôme universitaire,Femme,Royaume-Uni,Blanc,Alcohol,Utilisé au cours du mois dernier
307,35-44,Maitrise,Masculin,Royaume-Uni,Blanc,Alcohol,utilisé la semaine dernière
308,45-54,Maitrise,Masculin,Royaume-Uni,Blanc,Alcohol,utilisé la semaine dernière
309,35-44,A quitté l'école à 18 ans,Femme,Royaume-Uni,Blanc,Alcohol,utilisé la semaine dernière
310,35-44,Maitrise,Masculin,Royaume-Uni,Blanc,Alcohol,Utilisé le dernier jour
311,45-54,Diplôme universitaire,Femme,Royaume-Uni,Blanc,Alcohol,Utilisé au cours de la dernière année
312,18-24,A quitté l'école à 16 ans,Femme,Royaume-Uni,Blanc,Alcohol,Utilisé au cours de la dernière année
313,45-54,Maitrise,Femme,Royaume-Uni,Blanc,Alcohol,Utilisé le dernier jour
314,25-34,Maitrise,Femme,Royaume-Uni,Blanc,Alcohol,utilisé la semaine dernière
315,18-24,A quitté l'école à 18 ans,Femme,République d'Irlande,Blanc,Alcohol,utilisé la semaine dernière
316,45-54,Doctorat,Femme,Royaume-Uni,Blanc,Alcohol,utilisé la semaine dernière
317,55-64,Diplôme universitaire,Femme,Royaume-Uni,Blanc,Alcohol,utilisé la semaine dernière
318,35-44,Diplôme universitaire,Masculin,Royaume-Uni,Noir,Alcohol,utilisé la semaine dernière
319,25-34,Certificat/diplôme professionnel,Femme,Royaume-Uni,Blanc,Alcohol,Utilisé au cours de la dernière décennie
320,45-54,A quitté l'école à 16 ans,Femme,Royaume-Uni,Autre,Alcohol,Utilisé au cours du mois dernier
321,45-54,Diplôme universitaire,Femme,Royaume-Uni,Blanc,Alcohol,utilisé la semaine dernière
322,35-44,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Femme,Royaume-Uni,Blanc,Alcohol,utilisé la semaine dernière
323,18-24,Diplôme universitaire,Femme,Royaume-Uni,Blanc,Alcohol,utilisé la semaine dernière
324,45-54,A quitté l'école à 17 ans,Masculin,Royaume-Uni,Blanc,Alcohol,Utilisé le dernier jour
325,25-34,Doctorat,Femme,Royaume-Uni,Blanc,Alcohol,utilisé la semaine dernière
326,35-44,Certificat/diplôme professionnel,Femme,Royaume-Uni,Blanc,Alcohol,utilisé la semaine dernière
327,35-44,A quitté l'école à 18 ans,Masculin,Royaume-Uni,Blanc,Alcohol,Utilisé le dernier jour
328,45-54,Maitrise,Masculin,Royaume-Uni,Blanc,Alcohol,Utilisé le dernier jour
329,25-34,Certificat/diplôme professionnel,Femme,Royaume-Uni,Blanc,Alcohol,utilisé la semaine dernière
330,45-54,Certificat/diplôme professionnel,Masculin,Royaume-Uni,Blanc,Alcohol,Utilisé au cours du mois dernier
331,45-54,Certificat/diplôme professionnel,Femme,Royaume-Uni,Blanc,Alcohol,Utilisé depuis une décennie
332,35-44,A quitté l'école avant 16 ans,Masculin,Royaume-Uni,Blanc,Alcohol,Utilisé le dernier jour
334,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Femme,Royaume-Uni,Blanc,Alcohol,Utilisé le dernier jour
335,65+,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,Canada,Blanc,Alcohol,Utilisé au cours du mois dernier
336,65+,A quitté l'école à 16 ans,Femme,Canada,Blanc,Alcohol,Utilisé au cours du mois dernier
337,25-34,Maitrise,Femme,Royaume-Uni,Blanc,Alcohol,Utilisé le dernier jour
338,45-54,Maitrise,Femme,Royaume-Uni,Noir,Alcohol,utilisé la semaine dernière
339,45-54,Certificat/diplôme professionnel,Femme,Canada,Blanc,Alcohol,utilisé la semaine dernière
340,35-44,Doctorat,Masculin,Royaume-Uni,Blanc,Alcohol,Utilisé le dernier jour
341,45-54,Certificat/diplôme professionnel,Femme,Royaume-Uni,Blanc,Alcohol,utilisé la semaine dernière
342,35-44,Maitrise,Femme,Royaume-Uni,Blanc,Alcohol,utilisé la semaine dernière
343,55-64,Certificat/diplôme professionnel,Femme,Royaume-Uni,Blanc,Alcohol,utilisé la semaine dernière
344,55-64,Certificat/diplôme professionnel,Femme,Royaume-Uni,Blanc,Alcohol,Utilisé depuis une décennie
345,18-24,A quitté l'école avant 16 ans,Femme,Royaume-Uni,Blanc,Alcohol,utilisé la semaine dernière
346,35-44,Maitrise,Femme,Royaume-Uni,Blanc,Alcohol,Utilisé depuis une décennie
347,35-44,Diplôme universitaire,Femme,Royaume-Uni,Blanc,Alcohol,Utilisé au cours de la dernière décennie
348,45-54,Diplôme universitaire,Femme,Royaume-Uni,Blanc,Alcohol,Utilisé le dernier jour
349,45-54,Maitrise,Masculin,Royaume-Uni,Blanc,Alcohol,Utilisé au cours de la dernière décennie
350,45-54,Certificat/diplôme professionnel,Masculin,Royaume-Uni,Noir,Alcohol,Utilisé le dernier jour
351,45-54,Diplôme universitaire,Masculin,Royaume-Uni,Blanc,Alcohol,utilisé la semaine dernière
352,35-44,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Femme,Royaume-Uni,Blanc,Alcohol,Utilisé au cours du mois dernier
353,35-44,Certificat/diplôme professionnel,Masculin,Royaume-Uni,Blanc,Alcohol,utilisé la semaine dernière
354,45-54,Diplôme universitaire,Masculin,Royaume-Uni,Blanc,Alcohol,Utilisé depuis une décennie
355,25-34,A quitté l'école à 16 ans,Masculin,Royaume-Uni,Blanc,Alcohol,Utilisé au cours de la dernière décennie
356,35-44,Certificat/diplôme professionnel,Masculin,Royaume-Uni,Blanc,Alcohol,Utilisé au cours de la dernière décennie
357,25-34,A quitté l'école avant 16 ans,Masculin,Royaume-Uni,Blanc,Alcohol,Utilisé le dernier jour
358,45-54,Diplôme universitaire,Masculin,Royaume-Uni,Blanc,Alcohol,Utilisé le dernier jour
359,35-44,A quitté l'école à 16 ans,Masculin,Royaume-Uni,Blanc,Alcohol,Utilisé au cours de la dernière année
360,35-44,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,Royaume-Uni,Blanc,Alcohol,Utilisé au cours de la dernière décennie
361,25-34,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Femme,Royaume-Uni,Blanc,Alcohol,utilisé la semaine dernière
362,45-54,Diplôme universitaire,Femme,Royaume-Uni,Blanc,Alcohol,Utilisé au cours de la dernière décennie
363,35-44,Certificat/diplôme professionnel,Femme,Royaume-Uni,Blanc,Alcohol,utilisé la semaine dernière
364,45-54,Diplôme universitaire,Masculin,Royaume-Uni,Blanc,Alcohol,Utilisé au cours de la dernière décennie
365,45-54,Certificat/diplôme professionnel,Femme,Royaume-Uni,Blanc,Alcohol,utilisé la semaine dernière
366,35-44,Doctorat,Femme,Royaume-Uni,Blanc,Alcohol,utilisé la semaine dernière
367,45-54,Certificat/diplôme professionnel,Masculin,Royaume-Uni,Asiatique,Alcohol,utilisé la semaine dernière
369,45-54,Diplôme universitaire,Femme,Royaume-Uni,Blanc,Alcohol,utilisé la semaine dernière
370,25-34,Certificat/diplôme professionnel,Masculin,Royaume-Uni,Blanc,Alcohol,Utilisé le dernier jour
371,25-34,Diplôme universitaire,Femme,Royaume-Uni,Blanc,Alcohol,Utilisé au cours de la dernière année
372,18-24,A quitté l'école à 18 ans,Masculin,Canada,Blanc,Alcohol,utilisé la semaine dernière
373,35-44,Diplôme universitaire,Femme,Royaume-Uni,Blanc,Alcohol,utilisé la semaine dernière
374,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Femme,Royaume-Uni,Blanc,Alcohol,utilisé la semaine dernière
375,45-54,Diplôme universitaire,Masculin,Royaume-Uni,Blanc,Alcohol,Utilisé le dernier jour
376,55-64,Maitrise,Femme,Royaume-Uni,Blanc,Alcohol,Utilisé le dernier jour
377,65+,Certificat/diplôme professionnel,Masculin,Royaume-Uni,Blanc,Alcohol,Utilisé le dernier jour
378,45-54,Maitrise,Femme,Royaume-Uni,Blanc,Alcohol,utilisé la semaine dernière
379,25-34,Diplôme universitaire,Femme,Royaume-Uni,Blanc,Alcohol,utilisé la semaine dernière
381,45-54,Certificat/diplôme professionnel,Femme,Royaume-Uni,Blanc,Alcohol,Utilisé le dernier jour
382,35-44,Diplôme universitaire,Masculin,Royaume-Uni,Blanc,Alcohol,Utilisé au cours de la dernière décennie
383,35-44,A quitté l'école à 16 ans,Masculin,Autres,Blanc,Alcohol,Utilisé au cours du mois dernier
384,35-44,Maitrise,Femme,Autres,Blanc,Alcohol,utilisé la semaine dernière
385,45-54,Diplôme universitaire,Femme,Royaume-Uni,Blanc,Alcohol,utilisé la semaine dernière
386,45-54,Diplôme universitaire,Femme,Royaume-Uni,Noir,Alcohol,Utilisé depuis une décennie
387,25-34,Certificat/diplôme professionnel,Masculin,Royaume-Uni,Blanc,Alcohol,utilisé la semaine dernière
388,45-54,A quitté l'école à 18 ans,Masculin,Royaume-Uni,Blanc,Alcohol,Utilisé au cours du mois dernier
390,35-44,Certificat/diplôme professionnel,Masculin,Royaume-Uni,Blanc,Alcohol,Utilisé au cours de la dernière année
391,25-34,Doctorat,Masculin,Royaume-Uni,Blanc,Alcohol,utilisé la semaine dernière
392,35-44,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Femme,Royaume-Uni,Blanc,Alcohol,Utilisé au cours de la dernière décennie
393,25-34,Diplôme universitaire,Femme,Royaume-Uni,Blanc,Alcohol,utilisé la semaine dernière
394,35-44,A quitté l'école à 17 ans,Femme,Royaume-Uni,Blanc,Alcohol,utilisé la semaine dernière
395,25-34,Certificat/diplôme professionnel,Femme,Royaume-Uni,Blanc,Alcohol,Utilisé le dernier jour
396,25-34,Certificat/diplôme professionnel,Masculin,Royaume-Uni,Blanc,Alcohol,Utilisé le dernier jour
397,35-44,Diplôme universitaire,Masculin,Royaume-Uni,Blanc,Alcohol,Utilisé le dernier jour
398,35-44,Diplôme universitaire,Femme,Royaume-Uni,Blanc,Alcohol,Utilisé le dernier jour
399,45-54,Certificat/diplôme professionnel,Masculin,Royaume-Uni,Blanc,Alcohol,Utilisé le dernier jour
400,25-34,Maitrise,Femme,Royaume-Uni,Blanc,Alcohol,Utilisé le dernier jour
401,45-54,Maitrise,Masculin,Royaume-Uni,Blanc,Alcohol,Utilisé depuis une décennie
402,25-34,A quitté l'école à 18 ans,Femme,Royaume-Uni,Blanc,Alcohol,Utilisé au cours du mois dernier
403,45-54,A quitté l'école à 16 ans,Masculin,Royaume-Uni,Blanc,Alcohol,utilisé la semaine dernière
404,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,Royaume-Uni,Blanc,Alcohol,utilisé la semaine dernière
405,18-24,Diplôme universitaire,Masculin,Royaume-Uni,Blanc,Alcohol,utilisé la semaine dernière
406,45-54,A quitté l'école à 17 ans,Masculin,Royaume-Uni,Blanc,Alcohol,Utilisé au cours de la dernière année
407,18-24,A quitté l'école avant 16 ans,Femme,Royaume-Uni,Blanc,Alcohol,utilisé la semaine dernière
408,45-54,Diplôme universitaire,Femme,Royaume-Uni,Blanc,Alcohol,Utilisé au cours de la dernière année
409,35-44,A quitté l'école à 17 ans,Masculin,Royaume-Uni,Autre,Alcohol,Utilisé le dernier jour
410,25-34,Diplôme universitaire,Masculin,Royaume-Uni,Blanc,Alcohol,Utilisé au cours de la dernière année
411,35-44,Certificat/diplôme professionnel,Femme,États-Unis,Blanc,Alcohol,Utilisé depuis une décennie
412,45-54,A quitté l'école à 18 ans,Masculin,Royaume-Uni,Blanc,Alcohol,utilisé la semaine dernière
413,35-44,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Femme,Autres,Blanc,Alcohol,Utilisé au cours de la dernière année
414,25-34,Diplôme universitaire,Femme,Royaume-Uni,Blanc,Alcohol,Utilisé le dernier jour
415,35-44,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,Royaume-Uni,Blanc,Alcohol,utilisé la semaine dernière
416,35-44,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Femme,Royaume-Uni,Blanc,Alcohol,Utilisé le dernier jour
417,18-24,A quitté l'école à 18 ans,Masculin,Royaume-Uni,Blanc,Alcohol,Utilisé le dernier jour
418,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,Royaume-Uni,Blanc,Alcohol,utilisé la semaine dernière
419,25-34,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,Royaume-Uni,Blanc,Alcohol,utilisé la semaine dernière
420,25-34,Doctorat,Femme,Royaume-Uni,Blanc,Alcohol,Utilisé le dernier jour
421,25-34,Diplôme universitaire,Masculin,Royaume-Uni,Blanc,Alcohol,Utilisé le dernier jour
422,18-24,A quitté l'école à 18 ans,Masculin,Royaume-Uni,Blanc,Alcohol,Utilisé au cours du mois dernier
423,25-34,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,Royaume-Uni,Blanc,Alcohol,utilisé la semaine dernière
424,35-44,Certificat/diplôme professionnel,Masculin,Royaume-Uni,Blanc,Alcohol,Utilisé au cours du mois dernier
425,35-44,Diplôme universitaire,Femme,Royaume-Uni,Blanche/Asiatique,Alcohol,Utilisé le dernier jour
426,45-54,Doctorat,Femme,États-Unis,Blanc,Alcohol,Utilisé au cours de la dernière année
427,35-44,Diplôme universitaire,Masculin,Royaume-Uni,Blanc,Alcohol,Utilisé le dernier jour
428,45-54,A quitté l'école à 16 ans,Masculin,Royaume-Uni,Blanc,Alcohol,utilisé la semaine dernière
429,35-44,Diplôme universitaire,Masculin,Autres,Blanc,Alcohol,Utilisé le dernier jour
430,25-34,A quitté l'école à 18 ans,Femme,Royaume-Uni,Blanc,Alcohol,utilisé la semaine dernière
431,25-34,A quitté l'école avant 16 ans,Masculin,Royaume-Uni,Blanc,Alcohol,utilisé la semaine dernière
432,25-34,A quitté l'école à 18 ans,Femme,Royaume-Uni,Blanc,Alcohol,utilisé la semaine dernière
433,25-34,Diplôme universitaire,Masculin,Royaume-Uni,Blanc,Alcohol,utilisé la semaine dernière
434,45-54,A quitté l'école à 16 ans,Femme,Royaume-Uni,Blanc,Alcohol,Utilisé le dernier jour
435,18-24,Diplôme universitaire,Femme,Royaume-Uni,Blanc,Alcohol,utilisé la semaine dernière
436,25-34,Diplôme universitaire,Femme,Royaume-Uni,Blanc,Alcohol,Utilisé au cours du mois dernier
437,55-64,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,États-Unis,Blanc,Alcohol,Utilisé depuis une décennie
438,45-54,A quitté l'école à 16 ans,Masculin,Royaume-Uni,Blanc,Alcohol,Utilisé le dernier jour
439,25-34,Diplôme universitaire,Femme,États-Unis,Blanc,Alcohol,utilisé la semaine dernière
440,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Femme,États-Unis,Blanc,Alcohol,Utilisé au cours du mois dernier
441,35-44,Diplôme universitaire,Femme,Royaume-Uni,Blanc,Alcohol,Utilisé le dernier jour
442,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Femme,Royaume-Uni,Blanc,Alcohol,Utilisé au cours de la dernière année
